Date,Company,Sector,Transcript,Sentiment_Score
2024-05-28,Tesla,Technology,Our new product line in 47 is seeing exceptional early adoption.,0.3
2024-10-23,Costco,Retail,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-06-26,Target,Retail,Increased regulation in 8 is creating new challenges for our business model.,0.14
2025-01-09,Pfizer,Healthcare,Increased regulation in 22 is creating new challenges for our business model.,0.14
2025-03-08,JPMorgan,Finance,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-03-20,Shell,Energy,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-07-02,Google,Technology,We are expanding aggressively into 43 markets to capitalize on industry growth.,0.0
2024-09-30,Target,Retail,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-12-30,Bank of America,Finance,We are expanding aggressively into 40 markets to capitalize on industry growth.,0.0
2024-05-12,Microsoft,Technology,43 is leading the sector with record-breaking earnings this year.,0.0
2024-08-07,Walmart,Retail,We are expanding aggressively into 24 markets to capitalize on industry growth.,0.0
2024-04-29,Bank of America,Finance,Market volatility due to global economic conditions remains a concern.,0.03
2024-12-29,Target,Retail,Our new product line in 46 is seeing exceptional early adoption.,0.3
2024-12-17,Goldman Sachs,Finance,We are expanding aggressively into 36 markets to capitalize on industry growth.,0.0
2024-09-23,Costco,Retail,"Revenue grew by 35% this quarter, driven by strong demand in Retail.",0.43
2024-09-06,Bank of America,Finance,Market volatility due to global economic conditions remains a concern.,0.03
2024-04-10,Apple,Technology,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-05-21,Costco,Retail,16 is leading the sector with record-breaking earnings this year.,0.0
2024-05-27,Moderna,Healthcare,Increased regulation in 39 is creating new challenges for our business model.,0.14
2025-01-21,Shell,Energy,30 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-10-08,ExxonMobil,Energy,6 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-04-19,Google,Technology,Increased regulation in 28 is creating new challenges for our business model.,0.14
2024-08-08,Chevron,Energy,44 is leading the sector with record-breaking earnings this year.,0.0
2024-09-30,Chevron,Energy,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-11-10,Amazon,Retail,14 is investing heavily in AI and automation to enhance efficiency.,-0.2
2025-02-10,Johnson & Johnson,Healthcare,24 is leading the sector with record-breaking earnings this year.,0.0
2024-09-30,Amazon,Retail,We are seeing growing consumer interest in 40 due to macroeconomic trends.,-0.12
2024-10-04,Nvidia,Technology,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-05-26,ExxonMobil,Energy,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-09-05,Chevron,Energy,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2025-02-20,Tesla,Technology,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-12-16,Amazon,Retail,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-05-06,Johnson & Johnson,Healthcare,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-09-10,Shell,Energy,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-07-07,ExxonMobil,Energy,We are seeing growing consumer interest in 38 due to macroeconomic trends.,-0.12
2025-02-16,Shell,Energy,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2025-01-19,ExxonMobil,Energy,We are expanding aggressively into 19 markets to capitalize on industry growth.,0.0
2024-11-21,Morgan Stanley,Finance,We are expanding aggressively into 42 markets to capitalize on industry growth.,0.0
2024-09-03,Morgan Stanley,Finance,"Revenue grew by 20% this quarter, driven by strong demand in Finance.",0.43
2024-05-10,Bank of America,Finance,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-11-08,Gilead Sciences,Healthcare,40 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-12-17,Johnson & Johnson,Healthcare,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-07-08,Goldman Sachs,Finance,We are seeing growing consumer interest in 5 due to macroeconomic trends.,-0.12
2024-11-12,Bank of America,Finance,35 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-05-11,Morgan Stanley,Finance,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-08-26,Johnson & Johnson,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2025-01-02,Costco,Retail,We are expanding aggressively into 10 markets to capitalize on industry growth.,0.0
2024-11-27,JPMorgan,Finance,Increased regulation in 50 is creating new challenges for our business model.,0.14
2024-11-23,Chevron,Energy,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-08-22,Walmart,Retail,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-07-26,Moderna,Healthcare,We are expanding aggressively into 5 markets to capitalize on industry growth.,0.0
2024-09-12,Meta,Technology,Our new product line in 34 is seeing exceptional early adoption.,0.3
2025-01-27,ExxonMobil,Energy,We are seeing growing consumer interest in 24 due to macroeconomic trends.,-0.12
2024-06-25,Amazon,Retail,Our new product line in 16 is seeing exceptional early adoption.,0.3
2024-03-30,Costco,Retail,Market volatility due to global economic conditions remains a concern.,0.03
2024-06-17,Amazon,Retail,We are expanding aggressively into 39 markets to capitalize on industry growth.,0.0
2024-09-13,Amazon,Retail,We are expanding aggressively into 39 markets to capitalize on industry growth.,0.0
2024-11-14,Walmart,Retail,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-10-14,Shell,Energy,We are seeing growing consumer interest in 25 due to macroeconomic trends.,-0.12
2024-07-29,Chevron,Energy,Our new product line in 42 is seeing exceptional early adoption.,0.3
2025-01-07,Target,Retail,We are expanding aggressively into 32 markets to capitalize on industry growth.,0.0
2024-12-30,Johnson & Johnson,Healthcare,We are expanding aggressively into 38 markets to capitalize on industry growth.,0.0
2024-11-01,ExxonMobil,Energy,28 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-12-20,Bank of America,Finance,We are seeing growing consumer interest in 40 due to macroeconomic trends.,-0.12
2024-08-07,Goldman Sachs,Finance,5 is investing heavily in AI and automation to enhance efficiency.,-0.2
2025-03-10,Costco,Retail,Increased regulation in 8 is creating new challenges for our business model.,0.14
2024-11-18,Apple,Technology,Our new product line in 31 is seeing exceptional early adoption.,0.3
2024-09-04,Microsoft,Technology,We are expanding aggressively into 21 markets to capitalize on industry growth.,0.0
2024-10-17,Pfizer,Healthcare,We are expanding aggressively into 21 markets to capitalize on industry growth.,0.0
2024-11-13,Walmart,Retail,37 is leading the sector with record-breaking earnings this year.,0.0
2024-12-06,Shell,Energy,We are seeing growing consumer interest in 22 due to macroeconomic trends.,-0.12
2024-03-29,Meta,Technology,19 is leading the sector with record-breaking earnings this year.,0.0
2025-01-09,Tesla,Technology,14 is leading the sector with record-breaking earnings this year.,0.0
2024-11-30,Meta,Technology,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2025-02-12,Walmart,Retail,"Revenue grew by 12% this quarter, driven by strong demand in Retail.",0.43
2024-09-10,Target,Retail,Increased regulation in 17 is creating new challenges for our business model.,0.14
2024-07-15,Bank of America,Finance,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-05-16,Amazon,Technology,Market volatility due to global economic conditions remains a concern.,0.03
2024-11-12,Shell,Energy,21 is leading the sector with record-breaking earnings this year.,0.0
2024-12-10,Johnson & Johnson,Healthcare,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2025-01-04,Amazon,Retail,26 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-07-19,ExxonMobil,Energy,9 is leading the sector with record-breaking earnings this year.,0.0
2025-03-10,Pfizer,Healthcare,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-03-29,Nvidia,Technology,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-08-12,Shell,Energy,"Revenue grew by 49% this quarter, driven by strong demand in Energy.",0.43
2024-12-22,Johnson & Johnson,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2024-06-16,ExxonMobil,Energy,26 is leading the sector with record-breaking earnings this year.,0.0
2025-01-24,BP,Energy,We are seeing growing consumer interest in 34 due to macroeconomic trends.,-0.12
2024-06-02,JPMorgan,Finance,"Revenue grew by 46% this quarter, driven by strong demand in Finance.",0.43
2024-05-24,Apple,Technology,"Revenue grew by 50% this quarter, driven by strong demand in Technology.",0.43
2024-07-07,Microsoft,Technology,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2025-01-26,Chevron,Energy,49 is leading the sector with record-breaking earnings this year.,0.0
2024-08-13,Walmart,Retail,49 is leading the sector with record-breaking earnings this year.,0.0
2024-09-20,Meta,Technology,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2025-01-09,Costco,Retail,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-05-13,Costco,Retail,Increased regulation in 14 is creating new challenges for our business model.,0.14
2024-10-06,Amazon,Retail,Our new product line in 41 is seeing exceptional early adoption.,0.3
2024-10-06,Target,Retail,Our new product line in 44 is seeing exceptional early adoption.,0.3
2024-08-04,Walmart,Retail,17 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-04-25,Goldman Sachs,Finance,38 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-09-15,Meta,Technology,Market volatility due to global economic conditions remains a concern.,0.03
2025-02-07,Moderna,Healthcare,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-09-06,BP,Energy,Increased regulation in 17 is creating new challenges for our business model.,0.14
2025-01-16,Amazon,Retail,Market volatility due to global economic conditions remains a concern.,0.03
2024-05-27,Bank of America,Finance,We are expanding aggressively into 22 markets to capitalize on industry growth.,0.0
2024-12-18,Amazon,Retail,We are seeing growing consumer interest in 27 due to macroeconomic trends.,-0.12
2025-01-30,Moderna,Healthcare,Increased regulation in 33 is creating new challenges for our business model.,0.14
2025-01-28,BP,Energy,Increased regulation in 26 is creating new challenges for our business model.,0.14
2025-01-23,Meta,Technology,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-04-28,Amazon,Retail,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-03-14,Tesla,Technology,Increased regulation in 44 is creating new challenges for our business model.,0.14
2024-04-18,Goldman Sachs,Finance,36 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-10-30,ExxonMobil,Energy,We are expanding aggressively into 43 markets to capitalize on industry growth.,0.0
2025-02-04,Morgan Stanley,Finance,24 is leading the sector with record-breaking earnings this year.,0.0
2024-06-07,Johnson & Johnson,Healthcare,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-05-28,Gilead Sciences,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2024-05-19,Tesla,Technology,We are seeing growing consumer interest in 12 due to macroeconomic trends.,-0.12
2024-05-23,Walmart,Retail,We are seeing growing consumer interest in 43 due to macroeconomic trends.,-0.12
2024-07-29,Chevron,Energy,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-07-05,Gilead Sciences,Healthcare,Our new product line in 50 is seeing exceptional early adoption.,0.3
2024-09-30,Microsoft,Technology,We are seeing growing consumer interest in 43 due to macroeconomic trends.,-0.12
2024-09-18,Amazon,Retail,39 is investing heavily in AI and automation to enhance efficiency.,-0.2
2025-01-18,Gilead Sciences,Healthcare,We are seeing growing consumer interest in 11 due to macroeconomic trends.,-0.12
2025-02-22,Target,Retail,21 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-12-23,Costco,Retail,50 is leading the sector with record-breaking earnings this year.,0.0
2025-02-02,Tesla,Technology,37 is leading the sector with record-breaking earnings this year.,0.0
2024-05-13,JPMorgan,Finance,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-04-16,Amazon,Retail,Our new product line in 40 is seeing exceptional early adoption.,0.3
2024-12-07,Amazon,Technology,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-07-16,Tesla,Technology,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-05-12,Costco,Retail,23 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-07-15,JPMorgan,Finance,16 is leading the sector with record-breaking earnings this year.,0.0
2024-10-21,Morgan Stanley,Finance,Increased regulation in 44 is creating new challenges for our business model.,0.14
2024-08-15,Goldman Sachs,Finance,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2025-03-10,Moderna,Healthcare,6 is leading the sector with record-breaking earnings this year.,0.0
2024-07-02,Costco,Retail,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-07-13,Nvidia,Technology,"Revenue grew by 46% this quarter, driven by strong demand in Technology.",0.43
2024-11-22,JPMorgan,Finance,33 is leading the sector with record-breaking earnings this year.,0.0
2024-12-27,Amazon,Retail,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-12-25,Bank of America,Finance,We are expanding aggressively into 30 markets to capitalize on industry growth.,0.0
2025-01-19,Microsoft,Technology,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-06-06,Meta,Technology,Market volatility due to global economic conditions remains a concern.,0.03
2024-04-29,Gilead Sciences,Healthcare,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-04-15,Meta,Technology,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-10-31,Goldman Sachs,Finance,33 is leading the sector with record-breaking earnings this year.,0.0
2024-03-14,Pfizer,Healthcare,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-12-03,Goldman Sachs,Finance,18 is leading the sector with record-breaking earnings this year.,0.0
2024-03-14,Apple,Technology,Increased regulation in 21 is creating new challenges for our business model.,0.14
2024-05-01,Johnson & Johnson,Healthcare,We are expanding aggressively into 45 markets to capitalize on industry growth.,0.0
2025-02-16,Pfizer,Healthcare,We are expanding aggressively into 10 markets to capitalize on industry growth.,0.0
2024-12-30,JPMorgan,Finance,Our new product line in 30 is seeing exceptional early adoption.,0.3
2024-06-24,Walmart,Retail,"Revenue grew by 24% this quarter, driven by strong demand in Retail.",0.43
2024-06-21,Moderna,Healthcare,"Revenue grew by 30% this quarter, driven by strong demand in Healthcare.",0.43
2024-04-29,Nvidia,Technology,We are expanding aggressively into 11 markets to capitalize on industry growth.,0.0
2024-05-11,Johnson & Johnson,Healthcare,We are expanding aggressively into 41 markets to capitalize on industry growth.,0.0
2024-10-08,Pfizer,Healthcare,Increased regulation in 30 is creating new challenges for our business model.,0.14
2024-09-24,Target,Retail,We are expanding aggressively into 32 markets to capitalize on industry growth.,0.0
2024-04-30,Walmart,Retail,25 is leading the sector with record-breaking earnings this year.,0.0
2024-11-30,Goldman Sachs,Finance,12 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-04-13,Target,Retail,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-05-21,Walmart,Retail,Market volatility due to global economic conditions remains a concern.,0.03
2024-07-27,Walmart,Retail,6 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-10-22,Bank of America,Finance,Increased regulation in 46 is creating new challenges for our business model.,0.14
2024-11-01,Costco,Retail,We are expanding aggressively into 16 markets to capitalize on industry growth.,0.0
2024-04-17,ExxonMobil,Energy,45 is leading the sector with record-breaking earnings this year.,0.0
2024-10-12,Pfizer,Healthcare,"Revenue grew by 18% this quarter, driven by strong demand in Healthcare.",0.43
2024-05-23,Chevron,Energy,Our new product line in 34 is seeing exceptional early adoption.,0.3
2024-06-09,Target,Retail,Increased regulation in 39 is creating new challenges for our business model.,0.14
2024-10-27,Moderna,Healthcare,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-04-26,Morgan Stanley,Finance,"Revenue grew by 26% this quarter, driven by strong demand in Finance.",0.43
2024-07-03,Moderna,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2024-12-27,Shell,Energy,13 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-11-25,BP,Energy,42 is investing heavily in AI and automation to enhance efficiency.,-0.2
2025-02-05,Chevron,Energy,Increased regulation in 14 is creating new challenges for our business model.,0.14
2025-01-18,Shell,Energy,We are seeing growing consumer interest in 41 due to macroeconomic trends.,-0.12
2024-10-28,Goldman Sachs,Finance,We are expanding aggressively into 41 markets to capitalize on industry growth.,0.0
2024-11-27,Shell,Energy,Our new product line in 50 is seeing exceptional early adoption.,0.3
2024-12-09,Nvidia,Technology,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-12-22,Chevron,Energy,We are expanding aggressively into 36 markets to capitalize on industry growth.,0.0
2024-11-18,Goldman Sachs,Finance,5 is leading the sector with record-breaking earnings this year.,0.0
2025-02-01,Nvidia,Technology,We are expanding aggressively into 19 markets to capitalize on industry growth.,0.0
2024-12-28,Chevron,Energy,26 is leading the sector with record-breaking earnings this year.,0.0
2024-05-31,Goldman Sachs,Finance,Market volatility due to global economic conditions remains a concern.,0.03
2024-06-30,ExxonMobil,Energy,We are expanding aggressively into 5 markets to capitalize on industry growth.,0.0
2024-08-07,Bank of America,Finance,We are seeing growing consumer interest in 13 due to macroeconomic trends.,-0.12
2025-02-14,JPMorgan,Finance,31 is investing heavily in AI and automation to enhance efficiency.,-0.2
2025-01-17,Apple,Technology,Increased regulation in 21 is creating new challenges for our business model.,0.14
2025-02-01,Target,Retail,Increased regulation in 25 is creating new challenges for our business model.,0.14
2024-05-20,Amazon,Retail,19 is leading the sector with record-breaking earnings this year.,0.0
2025-03-04,Moderna,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2024-03-16,Shell,Energy,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-04-21,Costco,Retail,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-06-08,BP,Energy,Market volatility due to global economic conditions remains a concern.,0.03
2024-08-03,Pfizer,Healthcare,We are seeing growing consumer interest in 28 due to macroeconomic trends.,-0.12
2024-12-03,Google,Technology,25 is leading the sector with record-breaking earnings this year.,0.0
2025-02-16,Goldman Sachs,Finance,Market volatility due to global economic conditions remains a concern.,0.03
2024-12-24,Walmart,Retail,"Revenue grew by 29% this quarter, driven by strong demand in Retail.",0.43
2024-08-25,JPMorgan,Finance,We are seeing growing consumer interest in 6 due to macroeconomic trends.,-0.12
2024-09-21,ExxonMobil,Energy,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-08-13,Gilead Sciences,Healthcare,Our new product line in 9 is seeing exceptional early adoption.,0.3
2025-02-20,Chevron,Energy,Increased regulation in 15 is creating new challenges for our business model.,0.14
2025-02-06,Nvidia,Technology,We are seeing growing consumer interest in 5 due to macroeconomic trends.,-0.12
2024-05-03,Google,Technology,We are expanding aggressively into 49 markets to capitalize on industry growth.,0.0
2024-06-20,ExxonMobil,Energy,"Revenue grew by 30% this quarter, driven by strong demand in Energy.",0.43
2024-08-17,BP,Energy,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2025-01-06,Target,Retail,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-07-06,Amazon,Retail,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-05-08,Morgan Stanley,Finance,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-10-12,Costco,Retail,10 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-06-29,Johnson & Johnson,Healthcare,47 is investing heavily in AI and automation to enhance efficiency.,-0.2
2025-01-05,ExxonMobil,Energy,39 is leading the sector with record-breaking earnings this year.,0.0
2025-02-17,Walmart,Retail,Our new product line in 17 is seeing exceptional early adoption.,0.3
2024-09-16,Johnson & Johnson,Healthcare,Increased regulation in 7 is creating new challenges for our business model.,0.14
2025-01-11,Morgan Stanley,Finance,39 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-06-19,Target,Retail,We are expanding aggressively into 40 markets to capitalize on industry growth.,0.0
2024-08-07,ExxonMobil,Energy,8 is investing heavily in AI and automation to enhance efficiency.,-0.2
2025-02-16,Meta,Technology,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-10-31,JPMorgan,Finance,"Revenue grew by 38% this quarter, driven by strong demand in Finance.",0.43
2024-08-13,Amazon,Retail,"Revenue grew by 21% this quarter, driven by strong demand in Retail.",0.43
2024-12-08,Chevron,Energy,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2025-02-13,Costco,Retail,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2025-01-17,Chevron,Energy,Increased regulation in 50 is creating new challenges for our business model.,0.14
2025-03-03,Johnson & Johnson,Healthcare,We are seeing growing consumer interest in 48 due to macroeconomic trends.,-0.12
2024-06-03,Goldman Sachs,Finance,36 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-11-17,Nvidia,Technology,Increased regulation in 19 is creating new challenges for our business model.,0.14
2024-12-10,Bank of America,Finance,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-09-10,JPMorgan,Finance,We are expanding aggressively into 7 markets to capitalize on industry growth.,0.0
2024-09-01,Amazon,Retail,"Revenue grew by 7% this quarter, driven by strong demand in Retail.",0.43
2024-06-20,Amazon,Retail,Our new product line in 42 is seeing exceptional early adoption.,0.3
2024-11-22,BP,Energy,We are seeing growing consumer interest in 6 due to macroeconomic trends.,-0.12
2024-10-12,BP,Energy,We are expanding aggressively into 9 markets to capitalize on industry growth.,0.0
2024-04-29,Target,Retail,We are expanding aggressively into 16 markets to capitalize on industry growth.,0.0
2024-07-16,Amazon,Retail,Increased regulation in 9 is creating new challenges for our business model.,0.14
2025-01-09,Chevron,Energy,Our new product line in 41 is seeing exceptional early adoption.,0.3
2024-05-06,Amazon,Technology,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-09-14,BP,Energy,45 is leading the sector with record-breaking earnings this year.,0.0
2024-05-17,Amazon,Technology,43 is leading the sector with record-breaking earnings this year.,0.0
2024-05-14,Amazon,Retail,Our new product line in 39 is seeing exceptional early adoption.,0.3
2025-01-22,Bank of America,Finance,7 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-07-03,JPMorgan,Finance,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2025-01-14,Pfizer,Healthcare,Our new product line in 50 is seeing exceptional early adoption.,0.3
2024-10-16,BP,Energy,Our new product line in 23 is seeing exceptional early adoption.,0.3
2024-03-20,Costco,Retail,We are expanding aggressively into 25 markets to capitalize on industry growth.,0.0
2025-03-05,Walmart,Retail,Our new product line in 12 is seeing exceptional early adoption.,0.3
2024-09-08,Bank of America,Finance,36 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-09-10,Moderna,Healthcare,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-12-10,Moderna,Healthcare,33 is leading the sector with record-breaking earnings this year.,0.0
2025-01-13,Shell,Energy,Market volatility due to global economic conditions remains a concern.,0.03
2025-01-13,Target,Retail,"Revenue grew by 47% this quarter, driven by strong demand in Retail.",0.43
2024-04-20,JPMorgan,Finance,Market volatility due to global economic conditions remains a concern.,0.03
2024-06-09,Johnson & Johnson,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2024-12-18,BP,Energy,Our new product line in 21 is seeing exceptional early adoption.,0.3
2024-08-15,Walmart,Retail,19 is investing heavily in AI and automation to enhance efficiency.,-0.2
2025-02-04,Pfizer,Healthcare,We are expanding aggressively into 9 markets to capitalize on industry growth.,0.0
2024-10-18,Meta,Technology,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-07-29,Moderna,Healthcare,"Revenue grew by 15% this quarter, driven by strong demand in Healthcare.",0.43
2024-05-11,Johnson & Johnson,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2024-04-10,Amazon,Retail,Our new product line in 12 is seeing exceptional early adoption.,0.3
2024-07-03,Gilead Sciences,Healthcare,"Revenue grew by 17% this quarter, driven by strong demand in Healthcare.",0.43
2024-10-05,BP,Energy,9 is leading the sector with record-breaking earnings this year.,0.0
2024-09-25,Johnson & Johnson,Healthcare,"Revenue grew by 18% this quarter, driven by strong demand in Healthcare.",0.43
2024-05-28,Moderna,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2025-02-11,Pfizer,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2024-05-03,Chevron,Energy,We are seeing growing consumer interest in 5 due to macroeconomic trends.,-0.12
2024-10-03,Amazon,Technology,Market volatility due to global economic conditions remains a concern.,0.03
2025-02-24,Goldman Sachs,Finance,Our new product line in 29 is seeing exceptional early adoption.,0.3
2024-10-21,Amazon,Retail,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-12-21,Apple,Technology,We are seeing growing consumer interest in 39 due to macroeconomic trends.,-0.12
2024-10-04,Pfizer,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2025-03-06,Meta,Technology,Market volatility due to global economic conditions remains a concern.,0.03
2024-04-09,Morgan Stanley,Finance,Increased regulation in 29 is creating new challenges for our business model.,0.14
2024-07-07,Walmart,Retail,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2025-02-27,Bank of America,Finance,8 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-09-11,Walmart,Retail,"Revenue grew by 45% this quarter, driven by strong demand in Retail.",0.43
2024-04-14,Walmart,Retail,"Revenue grew by 25% this quarter, driven by strong demand in Retail.",0.43
2025-02-10,Amazon,Retail,We are seeing growing consumer interest in 37 due to macroeconomic trends.,-0.12
2024-12-24,Bank of America,Finance,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-03-19,Costco,Retail,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2025-02-27,Johnson & Johnson,Healthcare,We are seeing growing consumer interest in 43 due to macroeconomic trends.,-0.12
2025-01-28,Pfizer,Healthcare,"Revenue grew by 9% this quarter, driven by strong demand in Healthcare.",0.43
2024-04-28,Morgan Stanley,Finance,Market volatility due to global economic conditions remains a concern.,0.03
2025-01-02,Microsoft,Technology,Market volatility due to global economic conditions remains a concern.,0.03
2024-05-01,BP,Energy,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-05-16,Goldman Sachs,Finance,Market volatility due to global economic conditions remains a concern.,0.03
2025-01-13,Google,Technology,"Revenue grew by 16% this quarter, driven by strong demand in Technology.",0.43
2024-05-09,Amazon,Retail,23 is leading the sector with record-breaking earnings this year.,0.0
2024-06-30,Costco,Retail,8 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-12-10,JPMorgan,Finance,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-06-24,Chevron,Energy,Increased regulation in 47 is creating new challenges for our business model.,0.14
2024-06-14,Pfizer,Healthcare,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-04-17,Goldman Sachs,Finance,We are expanding aggressively into 22 markets to capitalize on industry growth.,0.0
2024-06-10,Johnson & Johnson,Healthcare,We are seeing growing consumer interest in 29 due to macroeconomic trends.,-0.12
2024-07-14,Tesla,Technology,44 is leading the sector with record-breaking earnings this year.,0.0
2024-05-29,Bank of America,Finance,Our new product line in 17 is seeing exceptional early adoption.,0.3
2024-03-14,Costco,Retail,32 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-11-28,Nvidia,Technology,We are expanding aggressively into 6 markets to capitalize on industry growth.,0.0
2024-08-16,Nvidia,Technology,43 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-05-25,Morgan Stanley,Finance,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-07-01,Goldman Sachs,Finance,32 is leading the sector with record-breaking earnings this year.,0.0
2025-01-05,Costco,Retail,Market volatility due to global economic conditions remains a concern.,0.03
2024-12-31,Pfizer,Healthcare,Increased regulation in 22 is creating new challenges for our business model.,0.14
